crypto_name,crypto_symbol,date,open_value,high_value,low_value,close_value,volume_value
Bitcoin,BTC,2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017
Bitcoin,BTC,2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499
Bitcoin,BTC,2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186
Bitcoin,BTC,2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132
Bitcoin,BTC,2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154
Bitcoin,BTC,2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353
Bitcoin,BTC,2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484
Bitcoin,BTC,2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008
Bitcoin,BTC,2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762
Bitcoin,BTC,2021-07-11,33502.87,34666.0,33306.47,34258.99,31572.647448
Bitcoin,BTC,2021-07-10,33815.81,34262.0,33004.78,33502.87,34761.175468
Bitcoin,BTC,2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899
Bitcoin,BTC,2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032
Bitcoin,BTC,2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675
Bitcoin,BTC,2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349
Bitcoin,BTC,2021-07-05,35288.13,35293.78,33125.55,33690.14,64123.874245
Bitcoin,BTC,2021-07-04,34669.12,35967.85,34357.15,35286.51,43703.475789
Bitcoin,BTC,2021-07-03,33786.54,34945.61,33316.73,34669.13,43044.578641
Bitcoin,BTC,2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378
Bitcoin,BTC,2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112
Bitcoin,BTC,2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634
Bitcoin,BTC,2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622
Bitcoin,BTC,2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819
Bitcoin,BTC,2021-06-27,32283.65,34749.0,31973.45,34700.34,96613.244211
Bitcoin,BTC,2021-06-26,31576.09,32730.0,30151.0,32283.65,107820.375287
Bitcoin,BTC,2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356
Bitcoin,BTC,2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426
Bitcoin,BTC,2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563
Bitcoin,BTC,2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762
Bitcoin,BTC,2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159
Bitcoin,BTC,2021-06-20,35483.72,36137.72,33336.0,35600.16,89878.17085
Bitcoin,BTC,2021-06-19,35820.48,36457.0,34803.52,35483.72,68712.449461
Bitcoin,BTC,2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935
Bitcoin,BTC,2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119
Bitcoin,BTC,2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937
Bitcoin,BTC,2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838
Bitcoin,BTC,2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949
Bitcoin,BTC,2021-06-13,35546.12,39380.0,34757.0,39020.57,86921.025555
Bitcoin,BTC,2021-06-12,37331.98,37463.63,34600.36,35546.11,87717.54999
Bitcoin,BTC,2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053
Bitcoin,BTC,2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943
Bitcoin,BTC,2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517
Bitcoin,BTC,2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037
Bitcoin,BTC,2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573
Bitcoin,BTC,2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637
Bitcoin,BTC,2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149
Bitcoin,BTC,2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245
Bitcoin,BTC,2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011
Bitcoin,BTC,2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495
Bitcoin,BTC,2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377
Bitcoin,BTC,2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289
Bitcoin,BTC,2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967
Bitcoin,BTC,2021-05-29,35661.79,37338.58,33632.76,34605.15,112663.092689
Bitcoin,BTC,2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972
Bitcoin,BTC,2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794
Bitcoin,BTC,2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396
Bitcoin,BTC,2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404
Bitcoin,BTC,2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971
Bitcoin,BTC,2021-05-23,37458.51,38270.64,31111.01,34655.25,217136.046593
Bitcoin,BTC,2021-05-22,37263.35,38829.0,35200.62,37449.73,126542.243689
Bitcoin,BTC,2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258
Bitcoin,BTC,2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923
Bitcoin,BTC,2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161
Bitcoin,BTC,2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784
Bitcoin,BTC,2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736
Bitcoin,BTC,2021-05-16,46762.99,49795.89,43825.39,46431.5,114269.812775
Bitcoin,BTC,2021-05-15,49844.16,50700.0,46555.0,46762.99,89437.449359
Bitcoin,BTC,2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306
Bitcoin,BTC,2021-05-13,49537.15,51367.19,46000.0,49670.97,147332.002121
Bitcoin,BTC,2021-05-12,56670.02,58000.01,48600.0,49631.32,99842.789836
Bitcoin,BTC,2021-05-11,55816.14,56862.43,54370.0,56670.02,64329.54055
Bitcoin,BTC,2021-05-10,58240.83,59500.0,53400.0,55816.14,89586.34925
Bitcoin,BTC,2021-05-09,58866.53,59300.0,56235.66,58240.84,69806.11991
Bitcoin,BTC,2021-05-08,57315.49,59500.0,56900.0,58862.05,69709.906028
Bitcoin,BTC,2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829
Bitcoin,BTC,2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908
Bitcoin,BTC,2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439
Bitcoin,BTC,2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903
Bitcoin,BTC,2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286
Bitcoin,BTC,2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863
Bitcoin,BTC,2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836
Bitcoin,BTC,2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045
Bitcoin,BTC,2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455
Bitcoin,BTC,2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015
Bitcoin,BTC,2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675
Bitcoin,BTC,2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124
Bitcoin,BTC,2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004
Bitcoin,BTC,2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573
Bitcoin,BTC,2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719
Bitcoin,BTC,2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337
Bitcoin,BTC,2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909
Bitcoin,BTC,2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151
Bitcoin,BTC,2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267
Bitcoin,BTC,2021-04-18,60006.67,60499.0,50931.3,56150.01,124882.131824
Bitcoin,BTC,2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128
Bitcoin,BTC,2021-04-16,63158.74,63520.61,60000.0,61334.8,91764.139884
Bitcoin,BTC,2021-04-15,62959.53,63800.0,62020.0,63159.98,51649.70034
Bitcoin,BTC,2021-04-14,63575.01,64854.0,61301.0,62959.53,82616.343993
Bitcoin,BTC,2021-04-13,59860.01,63777.77,59805.15,63575.0,82848.688746
Bitcoin,BTC,2021-04-12,59998.8,61300.0,59350.59,59860.0,56375.037117
Bitcoin,BTC,2021-04-11,59769.13,60699.0,59232.52,60002.43,41156.715391
Bitcoin,BTC,2021-04-10,58142.55,61500.0,57900.01,59769.13,69906.424117
Bitcoin,BTC,2021-04-09,58077.52,58894.9,57654.0,58142.54,40831.884911
Bitcoin,BTC,2021-04-08,55953.44,58153.31,55700.0,58077.52,44283.147019
Bitcoin,BTC,2021-04-07,57990.03,58655.0,55473.0,55953.45,71228.405659
Bitcoin,BTC,2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727
Bitcoin,BTC,2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579
Bitcoin,BTC,2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.081973
Bitcoin,BTC,2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.852113
Bitcoin,BTC,2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.418781
Bitcoin,BTC,2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722
Bitcoin,BTC,2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.542666
Bitcoin,BTC,2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.443122
Bitcoin,BTC,2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398
Bitcoin,BTC,2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511
Bitcoin,BTC,2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.475055
Bitcoin,BTC,2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692
Bitcoin,BTC,2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.534538
Bitcoin,BTC,2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.465021
Bitcoin,BTC,2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.365427
Bitcoin,BTC,2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.626169
Bitcoin,BTC,2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274
Bitcoin,BTC,2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.941776
Bitcoin,BTC,2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.652961
Bitcoin,BTC,2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.406675
Bitcoin,BTC,2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841
Bitcoin,BTC,2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355
Bitcoin,BTC,2021-03-15,58976.08,60633.43,54600.0,55605.2,102771.427298
Bitcoin,BTC,2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275
Bitcoin,BTC,2021-03-13,57221.72,61844.0,56078.23,61188.39,83245.091346
Bitcoin,BTC,2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047
Bitcoin,BTC,2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.812859
Bitcoin,BTC,2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.238943
Bitcoin,BTC,2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.737076
Bitcoin,BTC,2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664
Bitcoin,BTC,2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032
Bitcoin,BTC,2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.234242
Bitcoin,BTC,2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.496372
Bitcoin,BTC,2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.716829
Bitcoin,BTC,2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.913705
Bitcoin,BTC,2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214
Bitcoin,BTC,2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.111648
Bitcoin,BTC,2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.369042
Bitcoin,BTC,2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.834292
Bitcoin,BTC,2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663
Bitcoin,BTC,2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121
Bitcoin,BTC,2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.209252
Bitcoin,BTC,2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.025051
Bitcoin,BTC,2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.434944
Bitcoin,BTC,2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511
Bitcoin,BTC,2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.205314
Bitcoin,BTC,2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802
Bitcoin,BTC,2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.046954
Bitcoin,BTC,2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.637818
Bitcoin,BTC,2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298
Bitcoin,BTC,2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784
Bitcoin,BTC,2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533
Bitcoin,BTC,2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.097399
Bitcoin,BTC,2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.035697
Bitcoin,BTC,2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454
Bitcoin,BTC,2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822
Bitcoin,BTC,2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712
Bitcoin,BTC,2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.536914
Bitcoin,BTC,2021-02-07,39181.01,39700.0,37351.0,38795.69,84363.679763
Bitcoin,BTC,2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.311183
Bitcoin,BTC,2021-02-05,36936.65,38310.12,36570.0,38290.24,66681.334275
Bitcoin,BTC,2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.735898
Bitcoin,BTC,2021-02-03,35472.71,37662.63,35362.38,37618.87,80784.333663
Bitcoin,BTC,2021-02-02,33517.09,35984.33,33418.0,35466.24,78056.65988
Bitcoin,BTC,2021-02-01,33092.97,34717.27,32296.16,33526.37,82718.276882
Bitcoin,BTC,2021-01-31,34262.89,34342.69,32171.67,33092.98,68742.280384
Bitcoin,BTC,2021-01-30,34246.28,34933.0,32825.0,34262.88,84889.68134
Bitcoin,BTC,2021-01-29,33368.18,38531.9,31915.4,34252.2,231827.005626
Bitcoin,BTC,2021-01-28,30362.19,33783.98,29842.1,33364.86,92621.145617
Bitcoin,BTC,2021-01-27,32464.01,32557.29,29241.72,30366.15,95911.961711
Bitcoin,BTC,2021-01-26,32254.19,32921.88,30837.37,32467.77,84972.20691
Bitcoin,BTC,2021-01-25,32259.45,34875.0,31910.0,32254.2,88499.226921
Bitcoin,BTC,2021-01-24,32078.0,33071.0,30900.0,32259.9,57978.037966
Bitcoin,BTC,2021-01-23,32950.0,33456.0,31390.16,32078.0,64595.287675
Bitcoin,BTC,2021-01-22,30851.99,33826.53,28850.0,32945.17,142971.684049
Bitcoin,BTC,2021-01-21,35468.23,35600.0,30071.0,30850.13,131803.182926
Bitcoin,BTC,2021-01-20,35901.94,36415.31,33400.0,35468.23,89368.422918
Bitcoin,BTC,2021-01-19,36622.46,37850.0,35844.06,35891.49,79611.307769
Bitcoin,BTC,2021-01-18,35824.99,37469.83,34800.0,36631.27,70698.11875
Bitcoin,BTC,2021-01-17,35994.98,36852.5,33850.0,35828.61,80157.727384
Bitcoin,BTC,2021-01-16,36737.43,37950.0,35357.8,35994.98,86348.431508
Bitcoin,BTC,2021-01-15,39145.21,39747.76,34408.0,36742.22,118300.920916
Bitcoin,BTC,2021-01-14,37371.38,40100.0,36701.23,39144.5,102950.389421
Bitcoin,BTC,2021-01-13,34049.15,37850.0,32380.0,37371.38,124477.914938
Bitcoin,BTC,2021-01-12,35410.37,36628.0,32531.0,34051.24,133948.151996
Bitcoin,BTC,2021-01-11,38150.02,38264.74,30420.0,35404.47,249131.539943
Bitcoin,BTC,2021-01-10,40088.22,41350.0,35111.11,38150.02,118209.544503
Bitcoin,BTC,2021-01-09,40586.96,41380.0,38720.0,40088.22,75785.979675
Bitcoin,BTC,2021-01-08,39432.48,41950.0,36500.0,40582.81,139789.957499
Bitcoin,BTC,2021-01-07,36769.36,40365.0,36300.0,39432.28,132825.700437
Bitcoin,BTC,2021-01-06,33949.53,36939.21,33288.0,36769.36,127139.20131
Bitcoin,BTC,2021-01-05,31989.75,34360.0,29900.0,33949.53,116049.997038
Bitcoin,BTC,2021-01-04,33000.05,33600.0,28130.0,31988.71,140899.88569
Bitcoin,BTC,2021-01-03,32176.45,34778.11,31962.99,33000.05,120957.56675
Bitcoin,BTC,2021-01-02,29331.7,33300.0,28946.53,32178.33,129993.873362
Bitcoin,BTC,2021-01-01,28923.63,29600.0,28624.57,29331.69,54182.925011
Bitcoin,BTC,2020-12-31,28875.55,29300.0,27850.0,28923.63,75508.505152
Bitcoin,BTC,2020-12-30,27385.0,28996.0,27320.0,28875.54,95356.057826
Bitcoin,BTC,2020-12-29,27079.42,27410.0,25880.0,27385.0,69411.592606
Bitcoin,BTC,2020-12-28,26281.54,27500.0,26101.0,27079.41,79721.742496
Bitcoin,BTC,2020-12-27,26493.4,28422.0,25700.0,26281.66,148455.586214
Bitcoin,BTC,2020-12-26,24712.47,26867.03,24500.0,26493.39,97806.513386
Bitcoin,BTC,2020-12-25,23728.99,24789.86,23433.6,24712.47,79519.943569
Bitcoin,BTC,2020-12-24,23232.39,23794.43,22703.42,23729.2,69013.834252
Bitcoin,BTC,2020-12-23,23810.79,24100.0,22600.0,23232.76,119047.259733
Bitcoin,BTC,2020-12-22,22719.88,23837.1,22353.4,23810.79,87033.12616
Bitcoin,BTC,2020-12-21,23455.54,24102.77,21815.0,22719.71,88030.297243
Bitcoin,BTC,2020-12-20,23821.6,24295.0,23060.0,23455.52,76690.145685
Bitcoin,BTC,2020-12-19,23107.39,24171.47,22750.0,23821.61,86045.064677
Bitcoin,BTC,2020-12-18,22797.15,23285.18,22350.0,23107.39,79646.134315
Bitcoin,BTC,2020-12-17,21335.52,23800.0,21230.0,22797.16,184882.476748
Bitcoin,BTC,2020-12-16,19426.43,21560.0,19278.6,21335.52,114306.33557
Bitcoin,BTC,2020-12-15,19273.69,19570.0,19050.0,19426.43,61834.366011
Bitcoin,BTC,2020-12-14,19174.99,19349.0,19000.0,19273.14,47257.201294
Bitcoin,BTC,2020-12-13,18808.69,19411.0,18711.12,19174.99,56560.821744
Bitcoin,BTC,2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.978432
Bitcoin,BTC,2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.724259
Bitcoin,BTC,2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.675094
Bitcoin,BTC,2020-12-09,18324.11,18639.57,17650.0,18541.28,79585.553801
Bitcoin,BTC,2020-12-08,19166.9,19294.84,18200.0,18324.11,61626.947614
Bitcoin,BTC,2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.296293
Bitcoin,BTC,2020-12-06,19147.66,19420.0,18857.0,19359.4,37043.091861
Bitcoin,BTC,2020-12-05,18650.51,19177.0,18500.0,19147.66,42922.748573
Bitcoin,BTC,2020-12-04,19422.34,19527.0,18565.31,18650.52,71283.6682
Bitcoin,BTC,2020-12-03,19204.08,19598.0,18867.2,19421.9,66689.391279
Bitcoin,BTC,2020-12-02,18764.96,19342.0,18330.0,19204.09,75911.013478
Bitcoin,BTC,2020-12-01,19695.87,19888.0,18001.12,18764.96,127698.762652
Bitcoin,BTC,2020-11-30,18185.0,19863.16,18184.99,19695.87,115463.466888
Bitcoin,BTC,2020-11-29,17719.84,18360.05,17517.0,18184.99,55329.016303
Bitcoin,BTC,2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997
Bitcoin,BTC,2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.024787
Bitcoin,BTC,2020-11-26,18718.83,18915.03,16188.0,17149.47,181005.246693
Bitcoin,BTC,2020-11-25,19160.0,19484.21,18500.27,18719.11,93266.576887
Bitcoin,BTC,2020-11-24,18368.01,19418.97,18018.0,19160.01,113581.509241
Bitcoin,BTC,2020-11-23,18413.88,18766.0,18000.0,18368.0,82961.506093
Bitcoin,BTC,2020-11-22,18703.8,18750.0,17610.86,18414.43,81645.737778
Bitcoin,BTC,2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.458394
Bitcoin,BTC,2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.018489
Bitcoin,BTC,2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.561008
Bitcoin,BTC,2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.788134
Bitcoin,BTC,2020-11-17,16713.08,17858.82,16538.0,17659.38,115221.403102
Bitcoin,BTC,2020-11-16,15957.0,16880.0,15864.0,16713.57,81300.675924
Bitcoin,BTC,2020-11-15,16069.56,16180.0,15774.72,15957.0,43596.841513
Bitcoin,BTC,2020-11-14,16320.04,16326.99,15670.0,16070.45,59116.347179
Bitcoin,BTC,2020-11-13,16291.85,16480.0,15952.35,16320.7,75691.881014
Bitcoin,BTC,2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.356592
Bitcoin,BTC,2020-11-11,15297.21,15965.0,15272.68,15684.24,78469.746458
Bitcoin,BTC,2020-11-10,15328.41,15460.0,15072.46,15297.21,61681.919606
Bitcoin,BTC,2020-11-09,15475.1,15840.0,14805.54,15328.41,108976.334134
Bitcoin,BTC,2020-11-08,14818.3,15650.0,14703.88,15475.1,65547.178574
Bitcoin,BTC,2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.206553
Bitcoin,BTC,2020-11-06,15590.02,15960.0,15166.0,15579.92,122618.197695
Bitcoin,BTC,2020-11-05,14144.01,15750.0,14093.56,15590.02,143741.522673
Bitcoin,BTC,2020-11-04,14023.53,14259.0,13525.0,14144.01,93016.988262
Bitcoin,BTC,2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.630787
Bitcoin,BTC,2020-11-02,13761.49,13830.0,13195.05,13549.37,64566.421908
